[2025-07-15 14:05:08,742] [semantic.py:269] [INFO] running sam!
[2025-07-15 14:05:13,073] [semantic.py:287] [INFO] Processing 'assets/burger.jpg'...
[2025-07-15 14:07:19,246] [semantic.py:300] [INFO] sam done!

[2025-07-15 14:07:19,246] [semantic.py:303] [INFO] running semantic seg model!
[2025-07-15 14:07:44,488] [semantic.py:305] [INFO] semantic predict done!

[2025-07-15 14:07:44,488] [semantic.py:308] [INFO] enhance semantic masks
[2025-07-15 14:07:45,004] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/0 assign label: [ 58, bread, 0.94, 0.2676 ]
[2025-07-15 14:07:46,795] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/36 assign label: [ 58, bread, 1.00, 0.0004 ]
[2025-07-15 14:07:46,797] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/37 assign label: [ 58, bread, 1.00, 0.0013 ]
[2025-07-15 14:07:46,804] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/38 assign label: [ 80, lettuce, 0.86, 0.0049 ]
[2025-07-15 14:07:46,805] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/39 assign label: [ 58, bread, 1.00, 0.0002 ]
[2025-07-15 14:07:46,808] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/40 assign label: [ 80, lettuce, 0.75, 0.0023 ]
[2025-07-15 14:07:46,809] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/41 assign label: [ 58, bread, 1.00, 0.0003 ]
[2025-07-15 14:07:46,811] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/42 assign label: [ 58, bread, 1.00, 0.0003 ]
[2025-07-15 14:07:46,812] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/43 assign label: [ 46, steak, 0.90, 0.0006 ]
[2025-07-15 14:07:46,813] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/44 assign label: [ 58, bread, 0.91, 0.0003 ]
[2025-07-15 14:07:46,814] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/45 assign label: [ 58, bread, 1.00, 0.0004 ]
[2025-07-15 14:07:46,815] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/46 assign label: [ 58, bread, 1.00, 0.0004 ]
[2025-07-15 14:07:46,817] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/47 assign label: [ 58, bread, 1.00, 0.0004 ]
[2025-07-15 14:07:46,819] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/48 assign label: [ 80, lettuce, 0.97, 0.0012 ]
[2025-07-15 14:07:46,820] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/49 assign label: [ 58, bread, 1.00, 0.0002 ]
[2025-07-15 14:07:46,821] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/50 assign label: [ 58, bread, 1.00, 0.0003 ]
[2025-07-15 14:07:46,822] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/51 assign label: [ 58, bread, 1.00, 0.0003 ]
[2025-07-15 14:07:46,823] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/52 assign label: [ 58, bread, 1.00, 0.0003 ]
[2025-07-15 14:07:46,824] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/53 assign label: [ 58, bread, 1.00, 0.0003 ]
[2025-07-15 14:07:46,826] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/54 assign label: [ 80, lettuce, 1.00, 0.0012 ]
[2025-07-15 14:07:46,841] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/55 assign label: [ 80, lettuce, 0.88, 0.0106 ]
[2025-07-15 14:07:46,842] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/56 assign label: [ 58, bread, 1.00, 0.0002 ]
[2025-07-15 14:07:46,843] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/57 assign label: [ 0, background, 1.00, 0.0002 ]
[2025-07-15 14:07:46,844] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/58 assign label: [ 58, bread, 1.00, 0.0002 ]
[2025-07-15 14:07:46,846] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/59 assign label: [ 58, bread, 1.00, 0.0003 ]
[2025-07-15 14:07:46,848] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/60 assign label: [ 58, bread, 1.00, 0.0003 ]
[2025-07-15 14:07:46,849] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/61 assign label: [ 58, bread, 0.96, 0.0002 ]
[2025-07-15 14:07:46,850] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/62 assign label: [ 58, bread, 1.00, 0.0002 ]
[2025-07-15 14:07:46,851] [enhance_semantic_masks.py:28] [INFO] results/semantic_burger/burger/sam_mask/63 assign label: [ 58, bread, 1.00, 0.0003 ]
[2025-07-15 14:07:47,638] [semantic.py:310] [INFO] enhance semantic masks done!

[2025-07-15 14:07:47,638] [semantic.py:317] [INFO] The results saved in results/semantic_burger!

